iter	RMSE
691	0.09346341964
692	0.0934490985
693	0.09342639899
694	0.09339877979
695	0.09337422103
696	0.09332373775
697	0.09330510868
698	0.09328389486
699	0.09325168573
700	0.09325114679
701	0.09322802215
702	0.09317104995
703	0.09315263394
704	0.09314144505
705	0.09311872968
706	0.09308450537
707	0.09306294722
708	0.09306227167
709	0.09305989989
710	0.09302351739
711	0.09299158117
712	0.09290046449
713	0.09282818546
714	0.092769407
715	0.09273634915
716	0.09272157336
717	0.09270940019
718	0.09265493435
719	0.09263528365
720	0.09260532694
721	0.09257041039
722	0.09254971832
723	0.09250575918
724	0.09250403688
725	0.09248058475
726	0.09243361319
727	0.09238249083
728	0.09236140221
729	0.09233644695
730	0.09231717536
731	0.09229068374
732	0.09226329067
733	0.0922433217
734	0.09221710859
735	0.09220037236
736	0.09217807124
737	0.09215831876
738	0.09213583702
739	0.09210846171
740	0.09208338174
741	0.09204589954
742	0.09203012155
743	0.09198269746
744	0.09194848621
745	0.09190014325
746	0.09187906402
747	0.09185194648
748	0.09181800256
749	0.09179426261
750	0.09177633772
751	0.09175516818
752	0.09170386104
753	0.09168638839
754	0.0916603363
755	0.09161491636
756	0.09159668421
757	0.09158232093
758	0.0915484992
759	0.0915316461
760	0.09147757514
761	0.0914685549
762	0.09142422916
763	0.09135497471
764	0.09132720789
765	0.09130499077
766	0.09128378416
767	0.09125901921
768	0.0912303132
769	0.09121021714
770	0.09113846253
771	0.09112744492
772	0.0911134432
773	0.09108152523
774	0.09104077386
775	0.09102357176
776	0.09098351867
777	0.09095463243
778	0.09092696779
779	0.09089970679
780	0.09088367411
781	0.09085713071
782	0.09083162647
783	0.09081011352
784	0.09077589406
785	0.09076133532
786	0.09074309502
787	0.09071881603
788	0.09069634332
789	0.09064433946
790	0.09060916433
791	0.09059570723
792	0.09055298122
793	0.09054779628
794	0.09051971376
795	0.09051219638
796	0.09049391478
797	0.0904706067
798	0.09045527659
799	0.09042708928
800	0.09041980696
801	0.09039083838
802	0.09036590153
803	0.09033408347
804	0.09031207332
805	0.09027264594
806	0.09024360141
807	0.09020013267
808	0.09019967909
809	0.09018023346
810	0.09016890829
811	0.09016227602
812	0.09014594997
813	0.09013272766
814	0.09010455846
815	0.09008885121
816	0.09008280348
817	0.09001436905
818	0.08999921354
819	0.08998794904
820	0.08995611267
821	0.08992815203
822	0.08990481778
823	0.08988847041
824	0.08986971
825	0.08984582479
826	0.08982490541
827	0.08980536136
828	0.0897920713
829	0.08975172427
830	0.08973364895
831	0.08969620591
832	0.08966936108
833	0.08964658607
834	0.08963077041
835	0.08960188372
836	0.0895894205
837	0.08956336091
838	0.0895320726
839	0.08947891948
840	0.08945220249
841	0.08943150494
842	0.08940876399
843	0.08938438245
844	0.08935399603
845	0.08932857699
846	0.08930803552
847	0.08928318949
848	0.08924425746
849	0.08922418273
850	0.08921724101
851	0.08916576734
852	0.08914562524
853	0.08913150612
854	0.0891309311
855	0.08910938877
856	0.08908893927
857	0.08907141008
858	0.08905343464
859	0.08904285054
860	0.08901338118
861	0.08899739465
862	0.08898268287
863	0.0889484969
864	0.0889244482
865	0.08891799371
866	0.08889427474
867	0.08885724673
868	0.08884310547
869	0.08877114215
870	0.08875910788
871	0.08872951811
872	0.08868979631
873	0.08868835177
874	0.08866804482
875	0.08865253497
876	0.08863759182
877	0.08861897802
878	0.08860815846
879	0.08859949873
880	0.08856052404
881	0.08854651757
882	0.08851473281
883	0.08850006689
884	0.08848096737
885	0.08846601418
886	0.08845227418
887	0.08843753348
888	0.08841501307
889	0.08838682825
890	0.08836597214
891	0.08834259177
892	0.08833293442
893	0.08831870977
894	0.08830213626
895	0.08828259989
896	0.0882496201
897	0.08823273601
898	0.08819571711
899	0.08817914269
900	0.08817047204
901	0.08813987973
902	0.08812142888
903	0.08812043075
904	0.08811703153
905	0.08809706659
906	0.08806284641
907	0.08803482255
908	0.08799994298
909	0.08798220988
910	0.08791670375
911	0.08788558135
912	0.0878637216
913	0.08784775593
914	0.0878168321
915	0.08778065723
916	0.08777200481
917	0.08772672733
918	0.08770777394
919	0.08769373157
920	0.08767562528
921	0.08765275202
922	0.08763838977
923	0.08762772008
924	0.08760009354
925	0.08758274725
926	0.08757807631
927	0.08755938561
928	0.08754113333
929	0.08752207473
930	0.0875050935
931	0.08749654863
932	0.08747969677
933	0.08745655806
934	0.08742276896
935	0.08740109649
936	0.08738104741
937	0.08733693465
938	0.08731114754
939	0.08729032548
940	0.08727878778
941	0.08724593807
942	0.0872293121
943	0.0871922104
944	0.08716899117
945	0.08715260706
946	0.08713806515
947	0.08712696055
948	0.08710742678
949	0.08709647023
950	0.08707989873
951	0.0870507009
952	0.08702667536
953	0.08702247538
954	0.08700156273
955	0.08697404536
956	0.0869387018
957	0.08692823271
958	0.08690903492
959	0.08689125783
960	0.08687074481
961	0.08685422851
962	0.08682457959
963	0.08681970842
964	0.08677116461
965	0.08675513475
966	0.0867496859
967	0.08673897582
968	0.08673303078
969	0.08672596024
970	0.08671686201
971	0.08669217903
972	0.08667340845
973	0.08667038677
974	0.08663688715
975	0.08658931535
976	0.08656441722
977	0.08656412457
978	0.08654119878
979	0.08649817142
980	0.08649401023
981	0.0864665268
982	0.08644546609
983	0.08643395639
984	0.08642408222
985	0.0864064126
986	0.0863739307
987	0.08635732646
988	0.0863397368
989	0.08630909054
990	0.08630887043
991	0.08629287591
992	0.08627195985
993	0.08625309283
994	0.08624056666
995	0.08621980971
996	0.08617096327
997	0.0861507005
998	0.08613933016
999	0.08611666676
